conference,unique_id,title,code_urls
icml,evans18a,Scalable Gaussian Processes with Grid-Structured Eigenfunctions (GP-GRIEF),['https://github.com/treforevans/gp_grief']
icml,falkner18a,BOHB: Robust and Efficient Hyperparameter Optimization at Scale,"['https://github.com/automl/HpBandSter', 'https://github.com/PurityFan/bohb_in_nni']"
icml,florensa18a,Automatic Goal Generation for Reinforcement Learning Agents,['https://github.com/jeffchy/Artificial-Idiot']
icml,fruit18a,Efficient Bias-Span-Constrained Exploration-Exploitation in Reinforcement Learning,['https://github.com/RonanFR/UCRL']
icml,fujimoto18a,Addressing Function Approximation Error in Actor-Critic Methods,"['https://github.com/nikhilbarhate99/TD3-PyTorch-BipedalWalker-v2', 'https://github.com/facebookresearch/Horizon', 'https://github.com/prasoonkottarathil/Twin-Delayed-DDPG-TD3-', 'https://github.com/hill-a/stable-baselines', 'https://github.com/CharlotteMorrison/Baxter-Research', 'https://github.com/quantumiracle/SOTA-RL-Algorithms', 'https://github.com/andreidi/AC_DDPG_walker', 'https://github.com/sfujim/TD3', 'https://github.com/kairproject/kair_algorithms_draft', 'https://github.com/quantumiracle/STOA-RL-Algorithms', 'https://github.com/chainer/chainerrl', 'https://github.com/facebookresearch/ReAgent', 'https://github.com/pkasala/ContinuesControl', 'https://github.com/ccolas/rl_stats']"
icml,fujita18a,Clipped Action Policy Gradient,"['https://github.com/pfnet-research/capg', 'https://github.com/muupan/resume']"
icml,furlanello18a,Born Again Neural Networks,['https://github.com/matthew-cavener/my-bert-is-too-big']
icml,ganea18a,Hyperbolic Entailment Cones for Learning Hierarchical Embeddings,['https://github.com/dalab/hyperbolic_cones']
icml,garnelo18a,Conditional Neural Processes,"['https://github.com/CocoJam/Conditional_Neural_process', 'https://github.com/Arnaud15/CS236_Neural_Processes_For_Image_Completion', 'https://github.com/revsic/tf-neural-process', 'https://github.com/CocoJam/CNP_on_omniglot', 'https://github.com/JEM-Mosig/blog-garnelo_neural_2018', 'https://github.com/vasselai/Replication-of-Conditional-Neural-Processes', 'https://github.com/deepmind/neural-processes', 'https://github.com/suyashnigam/ConditionalNeuralProcesses', 'https://github.com/cschin/CNP-clustering', 'https://github.com/jusonn/Neural-Process', 'https://github.com/aayushkumarjvs/ConditionalNeuralProcess-Implementation']"
icml,ghosh18a,Structured Variational Learning of Bayesian Neural Networks with Horseshoe Priors,['https://github.com/hughsalimbeni/bayesian_benchmarks']
icml,gilra18a,Non-linear motor control by local learning in spiking neural networks,['https://github.com/adityagilra/FOLLOWControl']
icml,greydanus18a,Visualizing and Understanding Atari Agents,"['https://github.com/slowjazz/interactive-atari-RL', 'https://github.com/greydanus/visualize_atari', 'https://github.com/wslukaa/Comp4901J_FinalReport_Visualization']"
icml,haarnoja18b,Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,"['https://github.com/facebookresearch/Horizon', 'https://github.com/haarnoja/sac', 'https://github.com/tarod13/SAC', 'https://github.com/hill-a/stable-baselines', 'https://github.com/quantumiracle/SOTA-RL-Algorithms', 'https://github.com/quantumiracle/STOA-RL-Algorithms', 'https://github.com/kairproject/kair_algorithms_draft', 'https://github.com/mxblr/DeepRLHockey', 'https://github.com/AutumnWu/Streamlined-Off-Policy-Learning', 'https://github.com/facebookresearch/ReAgent', 'https://github.com/ccolas/rl_stats', 'https://github.com/ac-93/soft-actor-critic', 'https://github.com/kushagra06/SAC', 'https://github.com/yimingpeng/sac-master', 'https://github.com/ajaysub110/sac-pytorch', 'https://github.com/RLAgent/state-marginal-matching', 'https://github.com/pranz24/pytorch-soft-actor-critic']"
icml,hartford18a,Deep Models of Interactions Across Sets,['https://github.com/mravanba/deep_exchangeable_tensors']
icml,hefny18a,Recurrent Predictive State Policy Networks,"['https://github.com/ahefnycmu/rpsp', 'https://github.com/RPSR-DQN/paper-code']"
icml,heinonen18a,Learning unknown ODE models with Gaussian processes,"['https://github.com/cagatayyildiz/npde', 'https://github.com/cagatayyildiz/npode']"
icml,helfrich18a,Orthogonal Recurrent Neural Networks with Scaled Cayley Transform,['https://github.com/SpartinStuff/scoRNN']
icml,hoffman18a,CyCADA: Cycle-Consistent Adversarial Domain Adaptation,['https://github.com/jhoffman/cycada_release']
icml,huo18a,Decoupled Parallel Backpropagation with Convergence Guarantee,['https://github.com/slowbull/DDG']
icml,ilse18a,Attention-based Deep Multiple Instance Learning,"['https://github.com/mv-lab/youtube8m-19', 'https://github.com/AMLab-Amsterdam/AttentionDeepMIL', 'https://github.com/SeongokRyu/multiple_instance_learning', 'https://github.com/utayao/Atten_Deep_MIL', 'https://github.com/rudrajit15/MIL-for-Breast-Cancer-Histology-Images']"
icml,ilyas18a,Black-box Adversarial Attacks with Limited Queries and Information,"['https://github.com/mllab-adv-attack/lazy-attack', 'https://github.com/labsix/limited-blackbox-attacks']"
icml,imamura18a,Analysis of Minimax Error Rate for Crowdsourcing and Its Application to Worker Clustering Model,['https://github.com/HideakiImamura/MinimaxErrorRate']
icml,inouye18a,Deep Density Destructors,['https://github.com/davidinouye/destructive-deep-learning']
icml,ivanov18a,Anonymous Walk Embeddings,['https://github.com/nd7141/AWE']
icml,jaffe18a,Learning Binary Latent Variable Models: A Tensor Eigenpair Approach,['https://github.com/arJaffe/BinaryLatentVariables']
icml,jeong18a,Efficient end-to-end learning for quantizable representations,['https://github.com/maestrojeong/Deep-Hash-Table-ICML18']
icml,jiang18b,Quickshift++: Provably Good Initializations for Sample-Based Mean Shift,['https://github.com/google/quickshift']
icml,jiang18c,MentorNet: Learning Data-Driven Curriculum for Very Deep Neural Networks on Corrupted Labels,['https://github.com/google/mentornet']
icml,jiao18a,The Weighted Kendall and High-order Kernels for Permutations,"['https://github.com/YunlongJiao/kernrank', 'https://github.com/YunlongJiao/weightedkendall']"
icml,jin18a,Junction Tree Variational Autoencoder for Molecular Graph Generation,"['https://github.com/wengong-jin/icml18-jtnn', 'https://github.com/khanh94/jtnnpython3']"
icml,jin18c,Regret Minimization for Partially Observable Deep Reinforcement Learning,['https://github.com/peterhj/arm-pytorch']
icml,kalchbrenner18a,Efficient Neural Audio Synthesis,"['https://github.com/CorentinJ/Real-Time-Voice-Cloning', 'https://github.com/fatchord/WaveRNN', 'https://github.com/GPUPhobia/vocal-mask']"
icml,katharopoulos18a,Not All Samples Are Created Equal: Deep Learning with Importance Sampling,['https://github.com/idiap/importance-sampling']
icml,kearns18a,Preventing Fairness Gerrymandering: Auditing and Learning for Subgroup Fairness,"['https://github.com/SaeedSharifiMa/FairDP', 'https://github.com/sethneel/GerryFair', 'https://github.com/algowatchpenn/GerryFair', 'https://github.com/wibrown/GerryFair']"
icml,khan18a,Fast and Scalable Bayesian Deep Learning by Weight-Perturbation in Adam,"['https://github.com/emtiyaz/vadam', 'https://github.com/lamantinushka/StructuredCovariance']"
icml,khrulkov18a,Geometry Score: A Method For Comparing Generative Adversarial Networks,['https://github.com/KhrulkovV/geometry-score']
icml,kim18b,Disentangling by Factorising,"['https://github.com/1Konny/FactorVAE', 'https://github.com/danielbraithwt/Readings', 'https://github.com/fjxmlzn/InfoGAN-CR', 'https://github.com/nicolasigor/FactorVAE', 'https://github.com/ducnx/FactorVAE', 'https://github.com/AliLotfi92/Disentangling-by-Factorising', 'https://github.com/AliLotfi92/Disentangling_by_Factorising']"
icml,kim18d,Interpretability Beyond Feature Attribution: Quantitative Testing with Concept Activation Vectors (TCAV),"['https://github.com/maragraziani/iMIMIC-RCVs', 'https://github.com/pnxenopoulos/cav-keras', 'https://github.com/medgift/iMIMIC-RCVs', 'https://github.com/tensorflow/tcav', 'https://github.com/fursovia/tcav_nlp', 'https://github.com/soumyadip1995/TCAV']"
icml,kim18e,Semi-Amortized Variational Autoencoders,['https://github.com/harvardnlp/sa-vae']
icml,kipf18a,Neural Relational Inference for Interacting Systems,"['https://github.com/ipeter50/graph_ode', 'https://github.com/ethanfetaya/nri', 'https://github.com/mitmul/chainer-nri']"
icml,knoblauch18a,Spatio-temporal Bayesian On-line Changepoint Detection with Model Selection,['https://github.com/alan-turing-institute/bocpdms']
icml,komiyama18a,Nonconvex Optimization for Regression with Fairness Constraints,['https://github.com/jkomiyama/fairregresion']
icml,krause18a,Dynamic Evaluation of Neural Sequence Models,"['https://github.com/benkrause/dynamiceval-transformer', 'https://github.com/benkrause/dynamic-evaluation', 'https://github.com/sacmehta/PRU']"
icml,kumar18a,Trainable Calibration Measures for Neural Networks from Kernel Mean Embeddings,['https://github.com/aviralkumar2907/MMCE']
icml,lacroix18a,Canonical Tensor Decomposition for Knowledge Base Completion,"['https://github.com/facebookresearch/kbc', 'https://github.com/thukg/KG-Reading-List', 'https://github.com/Accenture/AmpliGraph']"
icml,lee18a,Gradient-Based Meta-Learning with Learned Layerwise Metric and Subspace,['https://github.com/yoonholee/MT-net']
icml,lee18c,Gated Path Planning Networks,['https://github.com/lileee/gated-path-planning-networks']
icml,lee18d,Deep Asymmetric Multi-task Feature Learning,"['https://github.com/haebeom-lee/amtfl', 'https://github.com/schwxd/Multi-Task-Learning-Papers']"
icml,lehtinen18a,Noise2Noise: Learning Image Restoration without Clean Data,"['https://github.com/itsuki8914/simply-noise2noise-TF', 'https://github.com/ZhenyuTan/Noise2Noise-Cryo-EM-image-denoising', 'https://github.com/joeylitalien/noise2noise-pytorch', 'https://github.com/ChungHanYang/Image-retoration-based-on-SRresnet', 'https://github.com/leili666/denoise_deep_learning', 'https://github.com/ishandutta2007/Image-Denoising-Landscape', 'https://github.com/shivamsaboo17/Deep-Restore-PyTorch', 'https://github.com/NVlabs/noise2noise', 'https://github.com/fanbeatsman/tensorflow-quick-start-image-processing-focus-', 'https://github.com/harshit0511/Unsupervised-Image-denoising', 'https://github.com/johnPertoft/noise2noise']"
icml,li18b,An Optimal Control Approach to Deep Learning and Applications to Discrete-Weight Neural Networks,"['https://github.com/LiQianxiao/discrete-MSA', 'https://github.com/Zymrael/paper-notes']"
icml,li18c,Towards Binary-Valued Gates for Robust LSTM Training,['https://github.com/zhuohan123/g2-lstm']
icml,li18e,"Submodular Hypergraphs: p-Laplacians, Cheeger Inequalities and Spectral Clustering",['https://github.com/lipan00123/IPM-for-submodular-hypergraphs']
icml,lian18a,Asynchronous Decentralized Parallel Stochastic Gradient Descent,['https://github.com/facebookresearch/stochastic_gradient_push']
icml,liang18b,RLlib: Abstractions for Distributed Reinforcement Learning,['https://github.com/ray-project/ray']
icml,liao18a,On the Spectrum of Random Features Maps of High Dimensional Data,['https://github.com/Zhenyu-LIAO/RMT4RFM']
icml,liao18c,Reviving and Improving Recurrent Back-Propagation,['https://github.com/lrjconan/RBP']
icml,liu18a,Generalized Robust Bayesian Committee Machine for Large-scale Gaussian Process Regression,['https://github.com/LiuHaiTao01/GRBCM']
icml,liu18e,Open Category Detection with PAC Guarantees,['https://github.com/liusi2019/ocd']
icml,long18a,PDE-Net: Learning PDEs from Data,"['https://github.com/ZichaoLong/aTEAM', 'https://github.com/agrundner24/pde-net-in-tf', 'https://github.com/ZichaoLong/PDE-Net', 'https://github.com/Slowpuncher24/pde-net-in-tf']"
icml,lyu18a,Batch Bayesian Optimization via Multi-objective Acquisition Ensemble for Automated Analog Circuit Design,['https://github.com/Alaya-in-Matrix/MACE']
icml,massias18a,Celer: a Fast Solver for the Lasso with Dual Extrapolation,['https://github.com/mathurinm/celer']
icml,madras18a,Learning Adversarially Fair and Transferable Representations,"['https://github.com/VectorInstitute/laftr', 'https://github.com/ecreager/laftr']"
icml,mcleod18a,"Optimization, fast and slow: optimally switching between local and Bayesian optimization",['https://github.com/markm541374/gpbo']
icml,mescheder18a,Which Training Methods for GANs do actually Converge?,"['https://github.com/wittawatj/cadgan', 'https://github.com/arnabgho/iSketchNFill', 'https://github.com/facebookresearch/pytorch_GAN_zoo', 'https://github.com/rsbandhu/ISIC_2018', 'https://github.com/SiskonEmilia/StyleGAN-PyTorch']"
icml,michaelis18a,One-Shot Segmentation in Clutter,['https://github.com/michaelisc/cluttered-omniglot']
icml,miconi18a,Differentiable plasticity: training plastic neural networks with backpropagation,"['https://github.com/darylfung96/differentiable_plasticity', 'https://github.com/jurastm/differentiable_neural_plasticity', 'https://github.com/uber-research/backpropamine']"
icml,mirman18b,Differentiable Abstract Interpretation for Provably Robust Neural Networks,['https://github.com/eth-sri/diffai']
icml,moreau18a,DICOD: Distributed Convolutional Coordinate Descent for Convolutional Sparse Coding,['https://github.com/tomMoral/dicod']
icml,muller18a,Kernelized Synaptic Weight Matrices,['https://github.com/lorenzMuller/kernelNet_MovieLens']
icml,narayanamurthy18a,Nearly Optimal Robust Subspace Tracking,['https://github.com/praneethmurthy/NORST']
icml,nickel18a,Learning Continuous Hierarchies in the Lorentz Model of Hyperbolic Geometry,['https://github.com/mtbarta/hyperbolic']
icml,niculae18a,SparseMAP: Differentiable Sparse Structured Inference,"['https://github.com/mblondel/fenchel-young-losses', 'https://github.com/vene/sparsemap']"
icml,nie18a,A Theoretical Explanation for Perplexing Behaviors of Backpropagation-based Visualizations,['https://github.com/weilinie/BackpropVis']
icml,odonoghue18a,The Uncertainty Bellman Equation and Exploration,['https://github.com/practical-rl-study/schedules']
icml,oh18a,BOCK : Bayesian Optimization with Cylindrical Kernels,['https://github.com/ChangYong-Oh/HyperSphere']
icml,oh18b,Self-Imitation Learning,"['https://github.com/rwightman/pytorch-opensim-rl', 'https://github.com/junhyukoh/self-imitation-learning']"
icml,oliva18a,Transformation Autoregressive Networks,['https://github.com/lupalab/tan']
icml,oord18a,Parallel WaveNet: Fast High-Fidelity Speech Synthesis,"['https://github.com/lokhiufung/music_generation', 'https://github.com/HaiFengZeng/clari_wavenet_vocoder', 'https://github.com/PhilippeNguyen/keras_wavenet']"
icml,ostrovski18a,Autoregressive Quantile Networks for Generative Modeling,['https://github.com/SSS135/aiqn-vae']
icml,ostrovskii18a,Efficient First-Order Algorithms for Adaptive Signal Denoising,['https://github.com/ostrodmit/AlgoRec']
icml,parmas18a,PIPPS: Flexible Model-Based Policy Search Robust to the Curse of Chaos,['https://github.com/natolambert/dynamics-learn']
icml,pearce18a,"High-Quality Prediction Intervals for Deep Learning: A Distribution-Free, Ensembled Approach",['https://github.com/TeaPearce/Deep_Learning_Prediction_Intervals']
icml,poon18a,Local Convergence Properties of SAGA/Prox-SVRG and Acceleration,['https://github.com/jliang993/Local-VRSGD']
icml,pretorius18a,Learning Dynamics of Linear Denoising Autoencoders,['https://github.com/arnupretorius/lindaedynamics_icml2018']
icml,pu18a,JointGAN: Multi-Domain Joint Distribution Learning with Generative Adversarial Nets,"['https://github.com/sdai654416/Joint-GAN', 'https://github.com/mathcbc/jointGAN_toydata']"
icml,pu18b,Selecting Representative Examples for Program Synthesis,['https://github.com/evanthebouncy/icml2018_selecting_representative_examples']
icml,raileanu18a,Modeling Others using Oneself in Multi-Agent Reinforcement Learning,['https://github.com/cts198859/deeprl_dist']
icml,rashid18a,QMIX: Monotonic Value Function Factorisation for Deep Multi-Agent Reinforcement Learning,"['https://github.com/oxwhirl/smac', 'https://github.com/oxwhirl/pymarl']"
icml,ren18a,Learning to Reweight Examples for Robust Deep Learning,"['https://github.com/pfnet-research/robust_estimation', 'https://github.com/JiyangZhang/learning-to-reweight-in-relation-extraion', 'https://github.com/zhangyuwangumass/Trajectory-Reweighted-Sampler', 'https://github.com/uber-research/learning-to-reweight-examples']"
icml,ritter18a,"Been There, Done That: Meta-Learning with Episodic Recall","['https://github.com/qihongl/dlstm-demo', 'https://github.com/qihongl/dnd-lstm']"
icml,roberts18a,A Hierarchical Latent Vector Model for Learning Long-Term Structure in Music,"['https://github.com/dkoh0207/CS221-Project', 'https://github.com/alantian/latent_translation_web_demo', 'https://github.com/Zhachory1/MusicNST', 'https://github.com/thomount/AI_compose']"
icml,ru18a,Fast Information-theoretic Bayesian Optimisation,['https://github.com/rubinxin/FITBO']
icml,ruff18a,Deep One-Class Classification,['https://github.com/lukasruff/Deep-SVDD']
icml,sanyal18a,TAPAS: Tricks to Accelerate (encrypted) Prediction As a Service,['https://github.com/amartya18x/tapas']
icml,schmit18a,Learning with Abandonment,['https://github.com/schmit/learning-abandonment']
icml,schwab18a,Not to Cry Wolf: Distantly Supervised Multitask Learning in Critical Care,['https://github.com/d909b/DSMT-Nets']
icml,seward18a,First Order Generative Adversarial Networks,['https://github.com/zalandoresearch/first_order_gan']
icml,sharchilev18a,Finding Influential Training Samples for Gradient Boosted Decision Trees,['https://github.com/bsharchilev/influence_boosting']
icml,shazeer18a,Adafactor: Adaptive Learning Rates with Sublinear Memory Cost,['https://github.com/DeadAt0m/adafactor-pytorch']
icml,shi18a,A Spectral Approach to Gradient Estimation for Implicit Distributions,['https://github.com/thjashin/spectral-stein-grad']
icml,shiarlis18a,TACO: Learning Task Decomposition via Temporal Alignment for Control,['https://github.com/KyriacosShiarli/taco']
icml,skerry-ryan18a,Towards End-to-End Prosody Transfer for Expressive Speech Synthesis with Tacotron,"['https://github.com/anandaswarup/seq2seq_TTS', 'https://github.com/syang1993/gst-tacotron']"
icml,song18a,Accelerating Natural Gradient with Higher-Order Invariance,['https://github.com/ferrine/torch_anatgrad']
icml,srinivas18b,Universal Planning Networks: Learning Generalizable Representations for Visuomotor Control,['https://github.com/aravindsrinivas/upn']
icml,srouji18a,Structured Control Nets for Deep Reinforcement Learning,['https://github.com/wongongv/scnwithdqn']
icml,suganuma18a,Exploiting the Potential of Standard Convolutional Autoencoders for Image Restoration by Evolutionary Search,['https://github.com/sg-nm/Evolutionary-Autoencoders']
icml,sun18a,Neural Program Synthesis from Diverse Demonstration Videos,['https://github.com/shaohua0116/demo2program']
icml,sun18e,Differentiable Compositional Kernel Learning for Gaussian Processes,"['https://github.com/thjashin/spectral-stein-grad', 'https://github.com/ssydasheng/Neural-Kernel-Network', 'https://github.com/hughsalimbeni/bayesian_benchmarks']"
icml,talvitie18a,Learning the Reward Function for a Misspecified Model,['https://github.com/etalvitie/hdaggermc']
icml,teye18a,Bayesian Uncertainty Estimation for Batch Normalized Deep Networks,"['https://github.com/petteriTeikari/pyML_regression_skeleton', 'https://github.com/icml-mcbn/mcbn']"
icml,tian18a,CoVeR: Learning Covariate-Specific Vector Representations with Tensor Decompositions,"['https://github.com/kjtian/CoVeR', 'https://github.com/justinaL/tag']"
icml,tucker18a,The Mirage of Action-Dependent Baselines in Reinforcement Learning,['https://github.com/brain-research/mirage-rl']
icml,vahdat18a,DVAE++: Discrete Variational Autoencoders with Overlapping Transformations,['https://github.com/QuadrantAI/dvae']
icml,wang18b,PredRNN++: Towards A Resolution of the Deep-in-Time Dilemma in Spatiotemporal Predictive Learning,"['https://github.com/Yunbo426/predrnn-pp', 'https://github.com/dzhv/Spatio-Temporal-mobile-traffic-forecasting']"
icml,wang18c,Analyzing the Robustness of Nearest Neighbors to Adversarial Examples,['https://github.com/EricYizhenWang/robust_nn_icml']
icml,wang18d,Competitive Multi-agent Inverse Reinforcement Learning with Sub-optimal Demonstrations,['https://github.com/mdabbah/pacman-rl-project']
icml,wang18f,A Fast and Scalable Joint Estimator for Integrating Additional Knowledge in Learning Multiple Related Sparse Gaussian Graphical Models,"['https://github.com/QData/JEEK', 'https://github.com/QData/jointggm-web']"
icml,wang18h,"Style Tokens: Unsupervised Style Modeling, Control and Transfer in End-to-End Speech Synthesis","['https://github.com/KinglittleQ/GST-Tacotron', 'https://github.com/acetylSv/GST-tacotron', 'https://github.com/syang1993/gst-tacotron', 'https://github.com/anandaswarup/seq2seq_TTS']"
icml,wang18i,Adversarial Distillation of Bayesian Neural Network Posteriors,['https://github.com/wangkua1/apd_public']
icml,weng18a,Towards Fast Computation of Certified Robustness for ReLU Networks,"['https://github.com/huanzhang12/CertifiedReLURobustness', 'https://github.com/huanzhang12/RecurJac-and-CROWN', 'https://github.com/huanzhang12/RecurJac', 'https://github.com/huanzhang12/RecurJac-Jacobian-Bounds', 'https://github.com/lilyweng/PROVEN', 'https://github.com/AkhilanB/CNN-Cert']"
icml,wu18c,SQL-Rank: A Listwise Approach to Collaborative Ranking,['https://github.com/wuliwei9278/SQL-Rank']
icml,wu18h,Deep k-Means: Re-Training and Parameter Sharing with Harder Cluster Assignments for Compressing Deep Convolutions,['https://github.com/Sandbox3aster/Deep-K-Means']
icml,xiao18a,"Dynamical Isometry and a Mean Field Theory of CNNs: How to Train 10,000-Layer Vanilla Convolutional Neural Networks","['https://github.com/brain-research/mean-field-cnns', 'https://github.com/tanhongweibest/CNN']"
icml,xu18c,Representation Learning on Graphs with Jumping Knowledge Networks,"['https://github.com/mori97/JKNet-dgl', 'https://github.com/ShinKyuY/Representation-Learning-on-Graphs-with-Jumping-Knowledge-Networks', 'https://github.com/GraphSAINT/GraphSAINT']"
icml,yang18d,Mean Field Multi-Agent Reinforcement Learning,['https://github.com/mlii/mfrl']
icml,yao18a,"Yes, but Did It Work?: Evaluating Variational Inference",['https://github.com/yao-yl/Evaluating-Variational-Inference']
icml,yarats18a,Hierarchical Text Generation and Planning for Strategic Dialogue,['https://github.com/facebookresearch/end-to-end-negotiator']
icml,yin18b,Semi-Implicit Variational Inference,['https://github.com/mingzhang-yin/SIVI']
icml,yingzhen18a,Disentangled Sequential Autoencoder,['https://github.com/yatindandi/Disentangled-Sequential-Autoencoder']
icml,you18a,GraphRNN: Generating Realistic Graphs with Deep Auto-regressive Models,"['https://github.com/VahidMostofi/GraphRNN', 'https://github.com/snap-stanford/GraphRNN', 'https://github.com/JiaxuanYou/graph-generation']"
icml,zhang18g,Stabilizing Gradients for Deep Neural Networks via Efficient SVD Parameterization,['https://github.com/zhangjiong724/spectral-RNN']
icml,zhang18h,Learning Long Term Dependencies via Fourier Recurrent Units,['https://github.com/limbo018/FRU']
icml,zhang18i,Tropical Geometry of Deep Neural Networks,['https://github.com/necoleman/relu_tropical_polynomial']
icml,zhang18l,Noisy Natural Gradient as Variational Inference,"['https://github.com/gd-zhang/noisy-K-FAC', 'https://github.com/minfanzhang/noisy-K-FAC_added_flipout']"
icml,zhang18n,Fully Decentralized Multi-Agent Reinforcement Learning with Networked Agents,"['https://github.com/MUmarJaved/MultiAgent-Distributed-Reinforcement-Learning', 'https://github.com/cts198859/deeprl_dist', 'https://github.com/cts198859/deeprl_network']"
icml,zhao18a,Inter and Intra Topic Structure Learning with Word Embeddings,['https://github.com/ethanhezhao/WEDTM']
icml,zhao18b,Adversarially Regularized Autoencoders,"['https://github.com/jakezhaojb/ARAE', 'https://github.com/awant/arae', 'https://github.com/lingofunk/lingofunk-transfer-style', 'https://github.com/aboev/arae-tf', 'https://github.com/maxdel/rmt', 'https://github.com/cheriexu/cs224nfinalproject']"
icml,zhao18c,MSplit LBI: Realizing Feature Selection and Dense Estimation Simultaneously in Few-shot and Zero-shot Learning,['https://github.com/PatrickZH/Zero-shot-Learning']
icml,abels19a,Dynamic Weights in Multi-Objective Deep Reinforcement Learning,"['https://github.com/axelabels/DynMORL', 'https://github.com/axelabels/Minecart']"
icml,abu-el-haija19a,MixHop: Higher-Order Graph Convolutional Architectures via Sparsified Neighborhood Mixing,"['https://github.com/benedekrozemberczki/MixHop-and-N-GCN', 'https://github.com/benedekrozemberczki/NGCN', 'https://github.com/samihaija/mixhop', 'https://github.com/benedekrozemberczki/N-GCN-and-MixHop']"
icml,aivodji19a,Fairwashing: the risk of rationalization,['https://github.com/aivodji/LaundryML']
icml,akimoto19a,Adaptive Stochastic Natural Gradient Method for One-Shot Neural Architecture Search,['https://github.com/shirakawas/ASNG-NAS']
icml,albuquerque19a,Multi-objective training of Generative Adversarial Networks with multiple discriminators,['https://github.com/joaomonteirof/hGAN']
icml,alet19a,"Graph Element Networks: adaptive, structured computation and memory","['https://github.com/patrickjohncyh/gen-mnist', 'https://github.com/FerranAlet/graph_element_networks']"
icml,alvi19a,Asynchronous Batch Bayesian Optimisation with Improved Local Penalisation,['https://github.com/a5a/asynchronous-BO']
icml,arazo19a,Unsupervised Label Noise Modeling and Loss Correction,['https://github.com/PaulAlbert31/LabelNoiseCorrection']
icml,assran19a,Stochastic Gradient Push for Distributed Deep Learning,['https://github.com/facebookresearch/stochastic_gradient_push']
icml,backurs19a,Scalable Fair Clustering,['https://github.com/talwagner/fair_clustering']
icml,balaji19a,Entropic GANs meet VAEs: A Statistical Approach to Compute Sample Likelihoods in GANs,['https://github.com/yogeshbalaji/EntropicGANs_meet_VAEs']
icml,balcan19a,Provable Guarantees for Gradient-Based Meta-Learning,['https://github.com/mkhodak/FMRL']
icml,baranchuk19a,Learning to Route in Similarity Graphs,['https://github.com/dbaranchuk/learning-to-route']
icml,batson19a,Noise2Self: Blind Denoising by Self-Supervision,['https://github.com/czbiohub/noise2self']
icml,behrmann19a,Invertible Residual Networks,"['https://github.com/rtqichen/residual-flows', 'https://github.com/jhjacobsen/invertible-resnet']"
icml,bietti19a,A Kernel Perspective for Regularizing Deep Neural Networks,['https://github.com/albietz/kernel_reg']
icml,brown19a,Extrapolating Beyond Suboptimal Demonstrations via Inverse Reinforcement Learning from Observations,['https://github.com/hiwonjoon/ICML2019-TREX']
icml,brown19b,Deep Counterfactual Regret Minimization,['https://github.com/TinkeringCode/Deep-CFR']
icml,brunet19a,Understanding the Origins of Bias in Word Embeddings,"['https://github.com/sathvikn/word_embedding_bias', 'https://github.com/mebrunet/understanding-bias']"
icml,brutzkus19a,Low Latency Privacy Preserving Inference,['https://github.com/microsoft/CryptoNets']
icml,burt19a,Rates of Convergence for Sparse Variational Gaussian Process Regression,['https://github.com/DavidBurt2/Rates-of-Convergence-SGPR']
icml,chang19a,Dynamic Measurement Scheduling for Event Forecasting using Deep RL,['https://github.com/zzzace2000/autodiagnosis']
icml,charoenphakdee19a,On Symmetric Losses for Learning from Corrupted Labels,['https://github.com/nolfwin/symloss-ber-auc']
icml,chen19a,Nearest Neighbor and Kernel Survival Analysis: Nonasymptotic Error Bounds and Strong Consistency Rates,['https://github.com/georgehc/npsurvival']
icml,chen19b,Stein Point Markov Chain Monte Carlo,['https://github.com/wilson-ye-chen/sp-mcmc']
icml,chen19g,Understanding and Utilizing Deep Neural Networks Trained with Noisy Labels,['https://github.com/chenpf1025/noisy_label_understanding_utilizing']
icml,chen19j,"Fast Incremental von Neumann Graph Entropy Computation: Theory, Algorithm, and Applications",['https://github.com/pinyuchen/FINGER']
icml,chen19m,Robust Decision Trees Against Adversarial Examples,"['https://github.com/chenhongge/RobustTrees', 'https://github.com/yangarbiter/adversarial-nonparametrics', 'https://github.com/nonparametric-adversarial/nonparametric']"
icml,chen19n,RaFM: Rank-Aware Factorization Machines,['https://github.com/cxsmarkchan/RaFM']
icml,cheng19a,Control Regularization for Reduced Variance Reinforcement Learning,['https://github.com/rcheng805/CORE-RL']
icml,choi19a,Neural Joint Source-Channel Coding,['https://github.com/ermongroup/necst']
icml,cohen19c,Certified Adversarial Robustness via Randomized Smoothing,['https://github.com/locuslab/smoothing']
icml,cornish19a,Scalable Metropolis-Hastings for Exact Bayesian Inference with Large Datasets,['https://github.com/pjcv/smh']
icml,cotter19b,Training Well-Generalizing Classifiers for Fairness Metrics and Other Data-Dependent Constraints,['https://github.com/google-research/tensorflow_constrained_optimization']
icml,cvitkovic19a,Minimal Achievable Sufficient Statistic Learning,['https://github.com/mwcvitkovic/MASS-Learning']
icml,cvitkovic19b,Open Vocabulary Learning on Source Code with a Graph-Structured Cache,['https://github.com/Microsoft/graph-based-code-modelling']
icml,de-bie19a,Stochastic Deep Networks,['https://github.com/gdebie/stochastic-deep-networks']
icml,denevi19a,Learning-to-Learn Stochastic Gradient Descent with Biased Regularization,['https://github.com/prolearner/onlineLTL']
icml,diakonikolas19a,Sever: A Robust Meta-Algorithm for Stochastic Optimization,['https://github.com/hoonose/sever']
