author_name,neurips_2019_affil
Arjun Nitin Bhagoji,Princeton University
Daniel Cullina,Penn State
Prateek Mittal,Princeton University
Conor Durkan,University of Edinburgh
Artur Bekasov,University of Edinburgh
Iain Murray,University of Edinburgh
George Papamakarios,DeepMind
David Simchi-Levi,MIT
Yunzong Xu,MIT
Koen Helwegen,Plumerai
James Widdicombe,Plumerai
Lukas Geiger,Plumerai
Zechun Liu,HKUST
Kwang-Ting Cheng,Hong Kong University of Science and Technology
Roeland Nusselder,Plumerai
Laura Rose Edmondson,University of Sheffield
Alejandro Jimenez Rodriguez,University of Sheffield
Hannes P. Saal,University of Sheffield
Santiago Paternain,University of Pennsylvania
Luiz Chamon,University of Pennsylvania
Miguel Calvo-Fullana,University of Pennsylvania
Alejandro Ribeiro,University of Pennsylvania
Niklas Gebauer,Technische Universität Berlin
Michael Gastegger,Technische Universität Berlin
Kristof Schütt,TU Berlin
Akshay Balsubramani,Stanford
Sanjoy Dasgupta,UC San Diego
yoav Freund,UCSD
Shay Moran,Google AI Princeton
Lingxiao Huang,EPFL
Shaofeng Jiang,Weizmann Institute of Science
Ben Graham,Facebook Research
Jeremy Reizenstein,Facebook AI Research
Tabish Rashid,University of Oxford
Mikayel Samvelyan,Russian-Armenian University
Florian Schaefer,Caltech
Anima Anandkumar,NVIDIA / Caltech
Ulysse Marteau-Ferey,DI ENS / INRIA
Dushyant Rao,DeepMind
Francesco Visin,DeepMind
Andrei Rusu,DeepMind
Razvan Pascanu,Google DeepMind
Raia Hadsell,DeepMind
Taeyoung Hahn,SNUVL
Myeongjang Pyeon,Seoul National University
Gunhee Kim,Seoul National University
Eduard Eiben,"Royal Holloway, University of London"
Robert Ganian,TU Wien
Iyad Kanj,"DePaul University, Chicago"
Stefan Szeider,Vienna University of Technology
Falcon Dai,TTI-Chicago
Matthew Walter,TTI-Chicago
Rishidev Chaudhuri,"University of California, Davis"
Ila Fiete,Massachusetts Institute of Technology
Dmitrii Emelianenko,Yandex; National Research University Higher School of Economics
Elena Voita,Yandex; University of Amsterdam
Pavel Serdyukov,Yandex
Brian Axelrod,Stanford
Alistair Stewart,University of Southern California
Anastasios Sidiropoulos,University of Illinois at Chicago
Gecia Bravo Hermsdorff,Princeton University
Lee Gunderson,Princeton University
Xuechen Li,Google
Yi Wu,University of Toronto & Vector Institute
Lester Mackey,Microsoft Research
Murat Erdogdu,University of Toronto
Qian Qian,Ohio State University
Xiaoyuan Qian,Dalian University of Technology
Guillaume Gautier,"CNRS, INRIA, Univ. Lille"
Rémi Bardenet,University of Lille
Michal Valko,DeepMind Paris and Inria Lille - Nord Europe
Zuxuan Wu,University of Maryland
Caiming Xiong,Salesforce
Yu-Gang Jiang,Fudan University
Dennis Maximilian Elbrächter,University of Vienna
Julius Berner,University of Vienna
Philipp Grohs,University of Vienna
Wenrui Zhang,"University of California, Santa Barbara"
Peng Li,"University of California, Santa Barbara"
Guokun Lai,Carnegie Mellon University
Shinjae Yoo,Brookhaven National Lab
Syrine Belakaria,Washington State University
Aryan Deshwal,Washington State University
Janardhan Rao Doppa,Washington State University
Dilin Wang,UT Austin
Ziyang Tang,UT Austin
Chandrajit Bajaj,The University of Texas at Austin
Qiang Liu,UT Austin
Shahana Ibrahim,Oregon State University
Xiao Fu,Oregon State University
Nikolaos Kargas,University of Minnesota
Kejun Huang,University of Florida
Roman Werpachowski,DeepMind
András György,DeepMind
Csaba Szepesvari,DeepMind / University of Alberta
Felix Leibfried,PROWLER.io
Sergio Pascual-Diaz,PROWLER.io
Jordi Grau-Moya,PROWLER.io
Seyed Kamyar Seyed Ghasemipour,"University of Toronto, Vector Institute"
Shixiang,Shane) Gu (Google Brain
Tianyi Liu,Georgia Institute of Technolodgy
Minshuo Chen,Georgia Tech
Mo Zhou,Duke University
Enlu Zhou,Georgia Institute of Technology
Tuo Zhao,Georgia Tech
Elliot Meyerson,Cognizant
Risto Miikkulainen,The University of Texas at Austin; Cognizant
Chieh Wu,Northeastern University
Jared Miller,Northeastern University
Yale Chang,Northeastern University
Mario Sznaier,Northeastern University
Jennifer Dy,Northeastern University
Shuo Yang,UT Austin
John Bradshaw,University of Cambridge/MPI IS Tübingen
Brooks Paige,Alan Turing Institute
Matt J Kusner,University College London
Marwin Segler,BenevolentAI
Ron Banner,Intel - Artificial Intelligence Products Group (AIPG)
Yury Nahshan,Intel - Artificial Intelligence Products Group (AIPG)
James Requeima,University of Cambridge / Invenia Labs
John Bronskill,University of Cambridge
Sebastian Nowozin,Microsoft Research Cambridge
Richard Turner,Cambridge
Ananda Theertha Suresh,Google
Sergul Aydore,Stevens Institute of Technology
Tianhao Zhu,Stevens Institute of Techonlogy
Dean Foster,Amazon
Emre Yolcu,Carnegie Mellon University
Yu Bai,Stanford University
Tengyang Xie,University of Illinois at Urbana-Champaign
Nan Jiang,University of Illinois at Urbana-Champaign
Benoit Steiner,Facebook AI Research
Zachary DeVito,Facebook AI Research
Soumith Chintala,Facebook AI Research
Sam Gross,Facebook
Adam Paszke,University of Warsaw
Francisco Massa,Facebook AI Research
Gregory Chanan,Facebook
Zeming Lin,Facebook AI Research
Edward Yang,Facebook
Alban Desmaison,Oxford University
Alykhan Tejani,"Twitter, Inc."
Andreas Kopf,Xamla
James Bradbury,Google Research
Luca Antiga,Orobix
Martin Raison,Nabla
Natalia Gimelshein,NVIDIA
Sasank Chilamkurthy,Qure.ai
Trevor Killeen,Self Employed
Lu Fang,Facebook
Junjie Bai,Facebook
Fernando Gama,University of Pennsylvania
Joan Bruna,NYU
Yu Wang,Microsoft Research
Sumanta Basu,Cornell University
Karl Kumbier,"University of California, Berkeley"
Bin Yu,UC Berkeley
Shanshan Wu,University of Texas at Austin
Alexandros Dimakis,"University of Texas, Austin"
Guodong Zhang,University of Toronto
James Martens,DeepMind
Roger Grosse,University of Toronto
Santosh Vempala,Georgia Tech
Andre Wibisono,Georgia Tech
Cheng Meng,University of Georgia
Yuan Ke,University of Georgia
Jingyi Zhang,The University of Georgia
Mengrui Zhang,University of Georgia
Wenxuan Zhong,
Ping Ma,University of Georgia
Nicolas Carion,Facebook AI Research Paris
Nicolas Usunier,Facebook AI Research
Gabriel Synnaeve,Facebook
Zhiyuan Li,Princeton University
Gregory Farquhar,University of Oxford
Jakob Foerster,Facebook AI Research
Raymond Yeh,University of Illinois at Urbana–Champaign
Yuan-Ting Hu,University of Illinois Urbana-Champaign
Haoming Jiang,Georgia Institute of Technology
Wenjing Liao,Georgia Tech
Senanayak Sesh Kumar Karri,Imperial College London
Thomas Pock,Graz University of Technology
Lala Li,Google
Zachary Nado,Google Inc.
Sushant Sachdeva,University of Toronto
George Dahl,Google Brain
Chris Shallue,Google Brain
Yu Meng,University of Illinois at Urbana-Champaign
Jiaxin Huang,University of Illinois Urbana-Champaign
Guangyuan Wang,UIUC
Chao Zhang,Georgia Institute of Technology
Honglei Zhuang,Google Research
Lance Kaplan,U.S. Army Research Laboratory
Jiawei Han,UIUC
Zhixin Zhou,Baidu Research
Shulong Tan,Baidu Research
Zhaozhuo Xu,Baidu Research
Ping Li,Baidu Research USA
Maximilian Nickel,Facebook AI Research
Douwe Kiela,Facebook AI Research
Saeed Sharifi-Malvajerdi,University of Pennsylvania
Michael Kearns,University of Pennsylvania
Aaron Roth,University of Pennsylvania
Hugo Touvron,Facebook AI Research
Matthijs Douze,Facebook AI Research
Herve Jegou,Facebook AI Research
Lingge Li,UC Irvine
Dustin Pluta,UC Irvine
Babak Shahbaba,UCI
Norbert Fortin,UC Irvine
Hernando Ombao,KAUST
Pierre Baldi,UC Irvine
Jiarui Gan,University of Oxford
Qingyu Guo,Nanyang Technological University
Long Tran-Thanh,University of Southampton
Bo An,Nanyang Technological University
Michael Wooldridge,Univ of Oxford
Andrew Spielberg,Massachusetts Institute of Technology
Allan Zhao,Massachusetts Institute of Technology
Yuanming Hu,Massachusetts Institute of Technology
Tao Du,MIT
Wojciech Matusik,MIT
Daniela Rus,Massachusetts Institute of Technology
Shichen Liu,University of Southern California (SSO)
Shunsuke Saito,University of Southern California
Weikai Chen,USC Institute for Creative Technology
Hao Li,Pinscreen/University of Southern California/USC ICT
Ibrahim Jubran,The University of Haifa
Alaa Maalouf,The University of Haifa
Dan Feldman,University of Haifa
Aleksandar Bojchevski,Technical University of Munich
Frederic Koehler,MIT
Paul Goelz,Carnegie Mellon University
Anson Kahng,Carnegie Mellon University
Yongxin Chen,Georgia Institute of Technology
Benjamin Aubin,Ipht Saclay
Bruno Loureiro,IPhT Saclay
Antoine Maillard,Ecole Normale Supérieure
Francis Williams,New York University
Matthew Trager,NYU
Daniele Panozzo,NYU
Claudio Silva,New York University
Denis Zorin,New York University
Amirhossein Reisizadeh,UC Santa Barbara
Hossein Taheri,UCSB
Aryan Mokhtari,UT Austin
Hamed Hassani,UPenn
Ramtin Pedarsani,UC Santa Barbara
Sauptik Dhar,LG Electronics
Vladimir Cherkassky,University of Minnesota
Mohak Shah,LG Electronics
Sujoy Paul,UC Riverside
Jeroen Vanbaar,"MERL (Mitsubishi Electric Research Laboratories), Cambridge MA"
Amit Roy-Chowdhury ,"University of California, Riverside, USA "
Qiuwei Li,Colorado School of Mines
Xinshuo Yang,Colorado School of Mines
Vitaliy Chiley,Cerebras Systems
Ilya Sharapov,Cerebras Systems
Atli Kosson,Cerebras Systems
Urs Koster,Cerebras Systems
Ryan Reece,Cerebras Systems
Sofia Samaniego de la Fuente,Cerebras Systems
Vishal Subbiah,Cerebras Systems
Michael James,Cerebras
Arash Ardakani,McGill University
Zhengyun Ji,McGill University
Amir Ardakani,McGill University
Warren Gross,McGill University
Kimon Antonakopoulos,Inria
Veronica Belmega,ENSEA
Shengchao Liu,UW-Madison
Mehmet F Demirel,University of Wisconsin-Madison
Bin Hu,University of Illinois at Urbana-Champaign
Usman Syed,University of Illinois Urbana Champaign
Yunus Esencayi,State University of New York at Buffalo
Marco Gaboardi,Univeristy at Buffalo
Shi Li,University at Buffalo
Di Wang,Google AI
John Lawson,Stanford University
George Tucker,Google Brain
Rajesh Ranganath,New York University
Karl Krauth,UC berkeley
Stephen Tu,UC Berkeley
Benjamin Recht,UC Berkeley
Necdet Serhat Aybat,Penn State University
Alireza Fallah,MIT
Asuman Ozdaglar,Massachusetts Institute of Technology
Hidenori Tanaka,Stanford
Aran Nayebi,Stanford University
Stephen Baccus,Stanford University
Surya Ganguli,Stanford
Alexandre Sablayrolles,Facebook AI Research
Marc'Aurelio Ranzato,Facebook AI Research
Ludovic Denoyer,Facebook - FAIR
Gail Weiss,Technion
Yoav Goldberg,Bar-Ilan University
Eran Yahav,Technion
Jaehoon Lee,Google Brain
Lechao Xiao,Google Brain
Samuel Schoenholz,Google Brain
Yasaman Bahri,Google Brain
Roman Novak,Google Brain
Jeffrey Pennington,Google Brain
Surbhi Goel,The University of Texas at Austin
Emily Reif,Google
Ann Yuan,Google
Martin Wattenberg,Google
Fernanda B Viegas,Google
Andy Coenen,Google
Adam Pearce,Google
Been Kim,Google
Jialin Wu,UT Austin
Raymond Mooney,University of Texas at Austin
Alon Cohen,Google
Avinatan Hassidim,Google
Haim Kaplan,"TAU, GOOGLE"
Hao Yu,Alibaba Group (US) Inc 
Gilad Baruch,Apple
Moran Baruch,Bar Ilan University
Gunjan Verma,U.S. Army Research Laboratory
Ananthram Swami,"Army Research Laboratory, Adelphi"
Sébastien Lahaie,Google Research
Vahab Mirrokni,Google Research NYC
Shaofeng Zou,"University at Buffalo, the State University of New York"
Tengyu Xu,The Ohio State University
Stefano Sarao Mannelli,Institut de Physique Théorique
Giulio Biroli,ENS
Chiara Cammarota,King's College London
Colin Graber,University of Illinois at Urbana-Champaign
Alon Gonen,UCSD
Elad Hazan,Princeton University
Otilia Stretcu,Carnegie Mellon University
Krishnamurthy Viswanathan,Google Research
Dana Movshovitz-Attias,Google
Emmanouil Platanios,Carnegie Mellon University
Sujith Ravi,Google Research
Andrew Tomkins,Google
Ernesto Araya Valdivia,Université Paris-Sud
Yohann De Castro,ENPC
Jennifer Cardona,Stanford University
Michael Howland,Stanford University
John Dabiri,Stanford University
Christos Louizos,University of Amsterdam
Xiahan Shi,Bosch Center for Artificial Intelligence
Klamer Schutte,TNO
Robin Sandkühler,University of Basel
Simon Andermatt,Center for medical Image Analysis and Navigation
Grzegorz Bauman,University of Basel Hospital
Sylvia  Nyilas,Bern University Hospital
Christoph Jud,University of Basel
Philippe C. Cattin,University of Basel
Ankesh Anand,"Mila, University of Montreal"
Evan Racah,"Mila, Université de Montréal"
Sherjil Ozair,"Mila, Université de Montréal"
Marc-Alexandre Côté,Microsoft Research
Michael Wick,Oracle Labs
swetasudha panda,Oracle Labs
Jean-Baptiste Tristan,Oracle Labs
Song Liu,University of Bristol
Takafumi Kanamori,Tokyo Institute of Technology/RIKEN
Yu Chen,University of Bristol
My Phan,University of Massachusetts Amherst
Yasin Abbasi Yadkori,"VinAI Research/ VinTech JSC.,"
Minmin Chen,Google
Ramki Gummadi,Google
Axel Brando,BBVA DATA & ANALYTICS SL UNIVERSITAT DE BARCELONA
Jose A Rodriguez,BBVA Data & Analytics
Jordi Vitria,Universitat de Barcelona
Alberto Rubio Muñoz,BBVA Data & Analytics
Farzane Aminmansour,University of Alberta
Andrew Patterson,University of Alberta
Lei Le,Amazon
Yisu  Peng,Northeastern University
Daniel  Mitchell,University of Alberta
Franco Pestilli,Indiana University
Cesar Caiafa,CONICET/RIKEN AIP
Russell Greiner,University of Alberta
Jonathan Kuck,Stanford
Tri Dao,Stanford University
Ashish Sabharwal,Allen Institute for AI
Stefano Ermon,Stanford
Chengtao Li,MIT
Connor Coley,MIT
Robert Kleinberg,Cornell University
Kevin Leyton-Brown,University of British Columbia
Brendan Lucier,Microsoft Research
Devon Graham,University of British Columbia
Jacob Abernethy,Georgia Institute of Technology
Young Hun Jung,University of Michigan
Chansoo Lee,Google
Audra McMillan,Northeastern/Boston University
Siyuan Huang,"University of California, Los Angeles"
Tao Yuan,UCLA
Siyuan Qi,UCLA
Anna Wigren,Uppsala University
Riccardo Sven Risuleo,Uppsala University
Lawrence Murray,Uber AI
Chaofan Chen,Duke University
Oscar Li,Carnegie Mellon University
Daniel Tao,Duke University
Alina Barnett,Duke University
Lun Huang,Peking University
Wenmin Wang,Peking University
Yaxian Xia,Peking University
Jie Chen,Peng Cheng Laboratory
Jeremiah Liu,Google Research / Harvard
Marianthi-Anna Kioumourtzoglou,Columbia University
Brent Coull,Harvard University
Adarsh Barik,Purdue University
Yahav Bechavod,Hebrew University
Katrina Ligett,Hebrew University
Kevin Smith,MIT
Lingjie Mei,MIT
Shunyu Yao,Princeton University
Elizabeth Spelke,Harvard University
Tomer Ullman,Harvard
Jae Hyun Lim,"Mila, University of Montreal"
Sungjin Ahn,Rutgers University
Tamas Madarasz,University of Oxford
Tim Behrens,University of Oxford
Yifeng Fan,University of Illinois at Urbana-Champaign
Tingran Gao,University of Chicago
Zhizhen Jane Zhao,University of Illinois at Urbana Champaign
Rowan Zellers,University of Washington
Ari Holtzman,University of Washington
Hannah Rashkin,University of Washington
Yonatan Bisk,Carnegie Mellon University
Franziska Roesner,University of Washington
Yejin Choi,University of Washington
Michael Zhu,Stanford University
Junyu Zhang,University of Minnesota
Lin Xiao,Microsoft Research
Ananya Uppal,Carnegie Mellon University
Shashank Singh,Carnegie Mellon University/Google
Karim Ahmed,Cornell; Dartmouth
Song Mei,Stanford University
Theodor Misiakiewicz,Stanford University
Behrooz Ghorbani,Stanford University
Andrea Montanari,Stanford
Ghassen Jerfel,Duke University
Erin Grant,UC Berkeley
Katherine Heller,Google
Matthew Staib,MIT
Stefanie Jegelka,MIT
Taco S Cohen,Qualcomm AI Research
Mario Geiger,EPFL
Maurice Weiler,University of Amsterdam
Mario Lezcano Casado,Univeristy of Oxford
Kevin Ellis,MIT
Maxwell Nye,MIT
Yewen Pu,MIT
Felix Sosa,"Harvard and Center for Brains, Minds, and Machines"
Armando Solar-Lezama,MIT
Rebecca Roelofs,UC Berkeley
Vaishaal Shankar,UC Berkeley
Sara Fridovich-Keil,UC Berkeley
Moritz Hardt,"University of California, Berkeley"
John Miller,"University of California, Berkeley"
Ludwig Schmidt,UC Berkeley
Chi-Ning Chou,Harvard University
Zhixian Lei,Harvard University
Tselil Schramm,Harvard University
Yueqi Sheng,Harvard University 
Farnam Mansouri,MPI-SWS
Ara Vartanian,University of Wisconsin -- Madison
Jerry Zhu,University of Wisconsin-Madison
Mingrui Zhang,Yale University
Lin Chen,Yale University
Hao(Jackson) Cui,Google
Roni Khardon,"Indiana University, Bloomington"
Dylan Bourgeois,EPFL
Jiaxuan You,Stanford University
Marinka Zitnik,Stanford University
Sanae Amani,University of California Santa Barbara
Mahnoosh Alizadeh,University of California Santa Barbara
Christos Thrampoulidis,UCSB
Rohan Gala,Allen Institute
Nathan Gouwens,Allen Institute
Zizhen Yao,Allen Institute
Agata Budzillo,Allen Institute
Osnat Penn,Allen Institute
Bosiljka Tasic,Allen Institute
Gabe Murphy,Allen Institute
Hongkui Zeng,Allen Institute
Uygar Sümbül,Allen Institute
Amirata Ghorbani,Stanford University
James Wexler,
Salvator Lombardo,Disney Research
JUN HAN,Dartmouth College
Christopher Schroers,Disney Research|Studios
Stephan Mandt,Disney Research
Nicolas Carrara,ULille
Edouard Leurent,INRIA
Romain Laroche,Microsoft Research
Tanguy Urvoy,Orange-Labs
Odalric-Ambrym Maillard,INRIA
Olivier Pietquin,Google Research    Brain Team
Vivek Veeriah,University of Michigan
Matteo Hessel,Google DeepMind
Zhongwen Xu,DeepMind
Janarthanan Rajendran,University of Michigan
Richard L Lewis,University of Michigan
Junhyuk Oh,DeepMind
Hado van Hasselt,DeepMind
David Silver,DeepMind
Giulia Luise,University College London
Saverio Salzo,Istituto Italiano di Tecnologia
Massimiliano Pontil,IIT & UCL
Stéphane d'Ascoli,ENS / FAIR
Levent Sagun,EPFL
Sanchit Kalhan,Northwestern University
Konstantin Makarychev,Northwestern University
Timothy Zhou,University of Illinois at Urbana–Champaign
Gaurush Hiranandani,University of Illinois at Urbana-Champaign
Shant Boodaghians,UIUC
Ruta Mehta,UIUC
Zhiqi Bu,University of Pennsylvania
Jason Klusowski,Rutgers University
Cynthia Rush,Columbia University
Mikael Henaff,Microsoft Research
Jinjin Tian,Carnegie Mellon University
Vincent Chen,Stanford University
Sen Wu,Stanford University
Alexander Ratner,Stanford
Jen Weng,Stanford University
James Lucas,University of Toronto
Mohammad Norouzi,Google Brain
YiDing Jiang,Google Research
Rémi Jézéquel,"INRIA, École Normale Supérieure"
Pierre Gaillard,
Tianyu Ding,Johns Hopkins University
Daniel Robinson,Johns Hopkins University
Manolis Tsakiris,ShanghaiTech University
René Vidal,Mathematical Institute for Data Science Johns Hopkins University
Andrei Barbu,MIT
David Mayo,MIT
Julian Alverio,MIT
William Luo,MIT
Christopher Wang,Massachusetts Institute of Technology
Dan Gutfreund,IBM Research
Boris Katz,MIT
Bai Li,Duke University
Changyou Chen,University at Buffalo
Michela Meister,Cornell University
Tamas Sarlos,Google Research
Xiangyuan Zhang,University of Illinois at Urbana-Champaign
Kaiqing Zhang,University of Illinois at Urbana-Champaign (UIUC)
Erik Miehling,University of Illinois at Urbana-Champaign
Tamer Basar,
Rixon Crane,The University of Queensland
Fred Roosta,University of Queensland
Youssef Mroueh,IBM T.J Watson Research Center
Tom Sercu,Facebook AI Research
Mattia Rigotti,IBM Research AI
Inkit Padhi,IBM Research
Cicero Nogueira dos Santos,Amazon AWS AI
Chenjun Xiao,University of Alberta
Ruitong Huang,Borealis AI
Jincheng Mei,University of Alberta
Martin Müller,University of Alberta
Zhe Li,Baylor College of Medicine
Wieland Brendel,"AG Bethge, University of Tübingen"
Edgar Walker,Baylor College of Medicine
Erick Cobos,Baylor College of Medicine
Taliah Muhammad,Baylor College of Medicine
Jacob Reimer,Baylor College of Medicine
Matthias Bethge,University of Tübingen
Fabian Sinz,University Tübingen
Zachary Pitkow,BCM/Rice
Andreas Tolias,Baylor College of Medicine
Hunter Lang,Microsoft Research
Pengchuan Zhang,Microsoft Research
Paul Micaelli,The University of Edinburgh
Amos Storkey,University of Edinburgh
Akshay Agrawal,Stanford University
Brandon Amos,Facebook AI
Shane Barratt,Stanford University
Stephen Boyd,Stanford University
Steven Diamond,Stanford University
Shufei Ge,Simon Fraser University
Shijia Wang,Nankai University
Liangliang Wang,Simon Fraser University
Lloyd Elliott,Simon Fraser University
Blake Mason,University of Wisconsin - Madison
Ardhendu Tripathy,University of Wisconsin - Madison
Robert Nowak,University of Wisconsion-Madison
Michael Zhang,University of Toronto / Vector Institute
Jimmy Ba,University of Toronto / Vector Institute
Geoffrey Hinton,Google
Wenzheng Chen,University of Toronto
Huan Ling,"University of Toronto, NVIDIA"
Jun Gao,University of Toronto
Edward Smith,McGill University
Alec Jacobson,University of Toronto
Sanja Fidler,University of Toronto
Nikolaos Ignatiadis,Stanford University
Stefan Wager,Stanford University
Igor Gitman,Microsoft Research AI
Li Kevin Wenliang,"Gatsby Unit, UCL"
Russell Mendonca,UC Berkeley
Abhishek Gupta,"University of California, Berkeley"
Rosen Kralev,UC Berkeley
Yifei Ma,Amazon
Santiago Balseiro,Columbia University
Negin Golrezaei,MIT
Mohammad Mahdian,Google Research
Roshan Rao,UC Berkeley
Nicholas Bhattacharya,UC Berkeley
Neil Thomas,UC Berkeley
Yan Duan,COVARIANT.AI
Peter Chen,COVARIANT.AI
John Canny,UC Berkeley
Yun Song,UC Berkeley
Koosha Khalvati,University of Washington
Saghar Mirbagheri,New York University
Seongmin A. Park,"Cognitive Neuroscience Center, CNRS"
Jean-Claude Dreher,cnrs
Rajesh PN Rao,University of Washington
Jason Lee,Princeton University
Sara Hooker,Google Brain
Pieter-Jan Kindermans,Google Brain
Rohan Anil,Google
Vineet Gupta,Google
Tomer Koren,Google
Yoram Singer,Google
Adel Javanmard,USC
Miguel Vaquero,UCSD
Jorge Cortes,UCSD
Xuanqing Liu,"University of California, Los Angeles"
Si Si,Google Research
Yang Li,Google
Brenden Lake,New York University
Lingrui Gan,University of Illinois at Urbana-Champaign
Xinming Yang,University of Illinois at Urbana-Champaign
Naveen Narisetty,University of Illinois at Urbana-Champaign
Feng Liang,Univ. of Illinois Urbana-Champaign
Jian Wu,Cornell University
Peter Frazier,Cornell / Uber
Yunfei Teng,New York University
Wenbo Gao,Columbia University
François Chalus,Credit Suisse
Anna Choromanska,NYU
Donald Goldfarb,Columbia University
Adrian Weller,"Cambridge, Alan Turing Institute"
Hadi Salman,Microsoft Research AI
Greg Yang,Microsoft Research
Huan Zhang,UCLA
Junteng Jia,Cornell
Austin Benson,Cornell University
Qi Zhao,The Ohio State University
Yusu Wang,Ohio State University
Steve Hanneke,Toyota Technological Institute at Chicago
Samory Kpotufe,Columbia University
Adithya M Devraj,University of Florida
Jianshu Chen,Tencent AI Lab
Anish Agarwal,MIT
Devavrat Shah,Massachusetts Institute of Technology
Dennis Shen,Massachusetts Institute of Technology
Dogyoon Song,Massachusetts Institute of Technology
Yujia Xie,Georgia Institute of Technology
Feng Liu,Florida Atlantic University
Hongyuan Zha,Georgia Tech
Jens Behrmann,University of Bremen
Joern-Henrik Jacobsen,Vector Institute
Christian Schroeder de Witt,University of Oxford
Antreas Antoniou,University of Edinburgh
Ziyu Wan,City University of Hong Kong
Dongdong Chen,university of science and technology of china
Yan Li,"Institute of Automation, Chinese Academy of Sciences"
Xingguang Yan,Shenzhen University
Junge Zhang,CASIA
Yizhou Yu,Deepwise AI Lab
Jing Liao,City University of Hong Kong
Hamid Shayestehmanesh,University of Victoria
Sajjad Azami,University of Victoria
Nishant Mehta,University of Victoria
Horia Mania,UC Berkeley
Ben Sorscher,Stanford University
Gabriel Mel,Stanford University
Samuel Ocko,Stanford
Wenbo Ren,The Ohio State University
Jia,Kevin) Liu (Iowa State University
Ness Shroff,The Ohio State University
Hengyuan Hu,Facebook
Denis Yarats,New York University
Qucheng Gong,Facebook AI Research
Mike Lewis,Facebook AI Research
Qian Lou,Indiana University Bloomington
Lei Jiang,Indiana University Bloomington
Hossein Esfandiari,Google Research
Gang Fu,Google Research
Yang Zhang,MIT-IBM Watson AI Lab
Mo Yu,IBM Research
Emmanouil-Vasileios Vlatakis-Gkaragkounis,Columbia University
Lampros Flokas,Columbia University
Jenelle Feather,MIT
Alex Durango,MIT
Ray Gonzalez,MIT
Josh McDermott,Massachusetts Institute of Technology
Yujiao Shi,Australian National University
Liu Liu,ANU
Xin Yu,Australian National University
Hongdong Li,Australian National University
Rakshith Sharma Srinivasa,Georgia Institute of Technology
Kiryung Lee,Ohio state university
Marius  Junge,University of Illinois
Justin Romberg,Georgia Institute of Technology
Hanzhang Hu,Carnegie Mellon University
John Langford,Microsoft Research New York
Rich Caruana,Microsoft
Saurajit Mukherjee,microsoft
Debadeepta Dey,Microsoft Research AI
Siavash Khodadadeh,University of Central Florida
Ladislau Boloni,University of Central Florida
Mubarak Shah,University of Central Florida
Zhibing Zhao,RPI
Lirong Xia,RPI
Ruoxi Sun,Columbia University
 Ian  Kinsella,Columbia University
Liam Paninski,Columbia University
Naman Agarwal,Google
Karan Singh,Princeton University
Matthew Reimherr,Penn State University
Jordan Awan,Penn State University
Yaqin Zhou,Nanyang Technological University
Shangqing Liu,Nanyang Technological University
Jingkai Siow,Nanyang Technological University
Xiaoning Du,Nanyang Technological University
Yang Liu,"Nanyang Technology University, Singapore"
Patrick Schwab,ETH Zurich / Roche
Walter Karlen,ETH Zurich
Wenjie Shi,Tsinghua University
Shiji Song,"Department of Automation, Tsinghua University"
Ya-Chu Hsu,Tsinghua University
Cheng Wu,Tsinghua
Corey Snyder,University of Illinois at Urbana-Champaign
Minh Do,University of Illinois
Gautam Singh,Rutgers University
Jaesik Yoon,SAP
Youngsung Son,Electronics and Telecommunications Research Institute
Hao Sun,CUHK
Zhizhong Li,The Chinese University of Hong Kong
Xiaotong Liu,Peking Uinversity
Bolei Zhou,CUHK
Dahua Lin,The Chinese University of Hong Kong
Xinzhe Li,SJTU
Qianru Sun,Singapore Management University
Yaoyao Liu,Tianjin University
Qin Zhou,Alibaba Group
Shibao Zheng,SJTU
Tat-Seng Chua,National Univ. of Singapore
Bernt Schiele,Max Planck Institute for Informatics
Sawyer Birnbaum,Stanford University
Volodymyr Kuleshov,Stanford University / Afresh
Zayd Enam,Stanford
Krzysztof M Choromanski,Google Brain Robotics
Aldo Pacchiano,UC Berkeley
Jack Parker-Holder,University of Oxford
Yunhao Tang,Columbia University
Vikas Sindhwani,Google
Joe Kileel,Princeton University
Shashank Rajput,University of Wisconsin - Madison
Hongyi Wang,University of Wisconsin-Madison
Zachary Charles,University of Wisconsin - Madison
Dimitris Papailiopoulos,University of Wisconsin-Madison
Raef Bassily,The Ohio State University
Noga  Alon,Princeton
Ari Seff,Princeton University
Wenda Zhou,Columbia University
Farhan Damani,Princeton University
Abigail Doyle,Princeton University
Aditya Gangrade,Boston University
Praveen Venkatesh,Carnegie Mellon University
Bobak Nazer,Boston University
Venkatesh Saligrama,Boston University
Alexander Trott,Salesforce Research
Stephan Zheng,Salesforce
Richard Socher,Salesforce
Larkin Flodin,University of Massachusetts Amherst
Venkata Gandikota,"University of Massachusetts, Amherst"
Arya Mazumdar,University of Massachusetts Amherst
Raman Arora,Johns Hopkins University
Teodor Vanislavov Marinov,Johns Hopkins University
Cassidy Laidlaw,"University of Maryland, College Park"
Lingxiao Wang,Northwestern University
Shuyang Dai,Duke University
Junya Chen,Duke U
Ke Bai,Duke University
Dong Wang,Duke University
Jianfeng Feng,Fudan University
Wenlian Lu,Fudan University
Georgiy Bobashev,RTI International
Jinhao Dong,Xidian University
Tong Lin,Peking University
Guanghui Lan,Georgia Tech
Daniel Kane,UCSD
Pasin Manurangsi,Google
