conference,unique_id,title,categories,keywords
iclr,SyfIfnC5Ym,Improving the Generalization of Adversarial Training with Domain Adaptation,"{'Attacks (Training)', 'Defense', 'Attacks (Production)'}","{'Adversarial examples', 'adversarial training', 'FGSM'}"
iclr,Hyx4knR9Ym,Generalizable Adversarial Training via Spectral Normalization,{'Defense'},{'adversarial training'}
iclr,SklEEnC5tQ,DISTRIBUTIONAL CONCAVITY REGULARIZATION FOR GANS,{'Misinformation'},{'GAN'}
iclr,HylTBhA5tQ,The Limitations of Adversarial Training and the Blind-Spot Attack,"{'Defense', 'Attacks (Production)'}","{'Adversarial examples', 'adversarial training'}"
iclr,BJeOioA9Y7,Knowledge Flow: Improve Upon Your Teachers,"{'Education', 'Economics'}","{'exchange', 'student'}"
iclr,HyxPx3R9tm,"Variational Discriminator Bottleneck: Improving Imitation Learning, Inverse RL, and GANs by Constraining Information Flow",{'Misinformation'},{'GANs'}
iclr,rkluJ2R9KQ,A new dog learns old tricks:  RL finds classic optimization algorithms,{'Economics'},{'knapsack'}
iclr,BkeU5j0ctQ,CEM-RL: Combining evolutionary and gradient-based methods for policy search,{'Economics'},{'trade'}
iclr,S1VWjiRcKX,Universal Successor Features Approximators,{'Economics'},{'exchange'}
iclr,Byx83s09Km,Information-Directed Exploration for Deep Reinforcement Learning,{'Economics'},{'bandit'}
iclr,BJgK6iA5KX,AutoLoss: Learning Discrete Schedule for Alternate Optimization,{'Misinformation'},{'GANs'}
iclr,Hkf2_sC5FX,Efficient Lifelong Learning with A-GEM,{'Economics'},{'trade'}
iclr,B1gTShAct7,Learning to Learn without Forgetting by Maximizing Transfer and Minimizing Interference,{'Economics'},{'trade'}
iclr,S1eOHo09KX,Opportunistic Learning: Budgeted Cost-Sensitive Learning from Data Streams,{'Healthcare'},{'medical'}
iclr,HklKui0ct7,Off-Policy Evaluation and Learning from Logged Bandit Feedback: Error Reduction via Surrogate Policy,{'Economics'},{'bandit'}
iclr,rke4HiAcY7,Caveats for information bottleneck in deterministic scenarios,{'Economics'},{'trade'}
iclr,H1gMCsAqY7,Slimmable Neural Networks,{'Economics'},{'trade'}
iclr,Hke-JhA9Y7,Learning concise representations for regression by evolving networks of trees,{'Economics'},{'trade'}
iclr,Bkg8jjC9KQ,Optimistic mirror descent in saddle-point problems: Going the extra (gradient) mile,{'Misinformation'},{'GAN'}
iclr,SJfPFjA9Fm,ACCELERATING NONCONVEX LEARNING VIA REPLICA EXCHANGE LANGEVIN DIFFUSION,{'Economics'},{'exchange'}
iclr,rkgoyn09KQ,textTOvec: DEEP CONTEXTUALIZED NEURAL AUTOREGRESSIVE TOPIC MODELS OF LANGUAGE WITH DISTRIBUTED COMPOSITIONAL PRIOR,{'Safety'},{'Interpretability'}
iclr,HkzRQhR9YX,Tree-Structured Recurrent Switching Linear Dynamical Systems for Multi-Scale Modeling,"{'Safety', 'Economics'}","{'trade', 'Interpretability'}"
iclr,H1g2NhC5KQ,Multiple-Attribute Text Rewriting,"{'Defense', 'Economics'}","{'adversarial training', 'trade'}"
iclr,ByMVTsR5KQ,Adversarial Audio Synthesis,{'Misinformation'},{'Audio Generation'}
iclr,r1g4E3C9t7,Characterizing Audio Adversarial Examples Using Temporal Dependency,{'Attacks (Production)'},{'Adversarial examples'}
iclr,S1M6Z2Cctm,Harmonic Unpaired Image-to-image Translation,"{'Safety', 'Healthcare'}","{'Interpretability', 'medical'}"
iclr,S1gOpsCctm,Learning Finite State Representations of Recurrent Policy Networks,{'Safety'},{'Interpretability'}
iclr,SygLehCqtm,Learning protein sequence embeddings using information from structure,{'Healthcare'},{'protein'}
iclr,rygkk305YQ,Hierarchical Generative Modeling for Controllable Speech Synthesis,{'Safety'},{'Interpretability'}
iclr,HyeVtoRqtQ,Trellis Networks for Sequence Modeling,{'Security'},{'injection'}
iclr,B1xJAsA5F7,Learning Multimodal Graph-to-Graph Translation for Molecule Optimization,{'Defense'},{'adversarial training'}
iclr,BkgBvsC9FQ,DialogWAE: Multimodal Response Generation with Conditional Wasserstein Auto-Encoder,{'Misinformation'},{'GAN'}
iclr,SyGjjsC5tQ,Stable Opponent Shaping in Differentiable Games,{'Misinformation'},{'GANs'}
iclr,SyMhLo0qKQ,Distribution-Interpolation Trade off in Generative Models,{'Economics'},{'trade'}
iclr,B1e0X3C9tQ,Diagnosing and Enhancing VAE Models,{'Misinformation'},{'GAN'}
iclr,BklCusRct7,Optimal Transport Maps For Distribution Preserving Operations on Latent Spaces of Generative Models,{'Misinformation'},{'GANs'}
iclr,BkgtDsCcKQ,Function Space Particle Optimization for Bayesian Neural Networks,{'Attacks (Production)'},{'Adversarial examples'}
iclr,rkxwShA9Ym,Label super-resolution networks,{'Healthcare'},{'medical'}
iclr,BklhAj09K7,Unsupervised Domain Adaptation for Distance Metric Learning,{'Surveillance'},{'Face Recognition'}
iclr,ByleB2CcKm,Learning Procedural Abstractions and Evaluating Discrete Latent Temporal Structure,{'Safety'},{'Interpretability'}
iclr,rkgpy3C5tX,Amortized Bayesian Meta-Learning,{'Economics'},{'bandit'}
iclr,SJGvns0qK7,Bayesian Policy Optimization for Model Uncertainty,{'Economics'},{'trade'}
icml,bergstra13.pdf,Making a Science of Model Search: Hyperparameter Optimization in Hundreds of Dimensions for Vision Architectures,{'Surveillance'},{'Face identification'}
icml,chen13a.pdf,Combinatorial Multi-Armed Bandit: General Framework and Applications,{'Economics'},{'bandit'}
icml,bubeck13.pdf,Multiple Identifications in Multi-Armed Bandits,{'Economics'},{'bandit'}
icml,narasimhan13.pdf,A Structural SVM Based Approach for Optimizing Partial AUC,{'Healthcare'},{'diagnosis'}
icml,abernethy13.pdf,Large-Scale Bandit Problems and KWIK Learning,{'Economics'},{'bandit'}
icml,carpentier13.pdf,Toward Optimal Stratification for Stratified Monte-Carlo Integration,{'Economics'},{'trade'}
icml,urvoy13.pdf,Generic Exploration and K-armed Voting Bandits,{'Economics'},{'voting'}
icml,han13a.pdf,Transition Matrix Estimation in High Dimensional Time Series,{'Finance'},{'finance'}
icml,kyrillidis13.pdf,Sparse projections onto the simplex,{'Finance'},{'portfolio'}
icml,chang13.pdf,Canonical Correlation Analysis based on Hilbert-Schmidt Independence Criterion and Centered Kernel Target Alignment,{'Safety'},{'Interpretability'}
icml,szorenyi13.pdf,Gossip-based distributed stochastic bandit algorithms,{'Economics'},{'bandit'}
icml,agrawal13.pdf,Thompson Sampling for Contextual Bandits with Linear Payoffs,{'Economics'},{'bandit'}
icml,takhanov13.pdf,Inference algorithms for pattern-based CRFs on sequence data,{'Healthcare'},{'protein'}
icml,cuturi13.pdf,Mean Reversion with a Variance Threshold,{'Finance'},{'finance'}
icml,tamar13.pdf,Temporal Difference Methods for the Variance of the Reward To Go,{'Finance'},{'finance'}
icml,dekel13.pdf,Better Rates for Any Adversarial Deterministic MDP,{'Economics'},{'bandit'}
icml,gonen13a.pdf,Kernelized Bayesian Matrix Factorization,{'Healthcare'},{'protein'}
icml,ogawa13a.pdf,Infinitesimal Annealing for Training Semi-Supervised Support Vector Machines,{'Economics'},{'trade'}
icml,xu13b.pdf,Anytime Representation Learning,"{'Healthcare', 'Economics'}","{'diagnosis', 'trade'}"
icml,kalaitzis13.pdf,The Bigraphical Lasso,{'Safety'},{'Interpretability'}
icml,tesch13.pdf,Expensive Function Optimization with Stochastic Binary Outcomes,{'Economics'},{'bandit'}
icml,joulani13.pdf,Online Learning under Delayed Feedback,{'Economics'},{'bandit'}
icml,ho13a.pdf,On A Nonlinear Generalization of Sparse Coding and Dictionary Learning,{'Healthcare'},{'medical'}
icml,agarwal17a,The Price of Differential Privacy for Online Learning,"{'Privacy', 'Economics'}","{'bandit', 'Differential privacy'}"
icml,alaa17a,Learning from Clinical Judgments: Semi-Markov-Modulated Marked Hawkes Processes for Risk Prognosis,{'Healthcare'},{'medical'}
icml,arjovsky17a,Wasserstein Generative Adversarial Networks,{'Misinformation'},{'GAN'}
icml,arora17a,Generalization and Equilibrium in Generative Adversarial Nets (GANs),{'Misinformation'},{'GAN'}
icml,baram17a,End-to-End Differentiable Adversarial Imitation Learning,{'Misinformation'},{'GANs'}
icml,belilovsky17a,Learning to Discover Sparse Graphical Models,{'Healthcare'},{'genetics'}
icml,bergmann17a,Learning Texture Manifolds with the Periodic Spatial GAN,{'Misinformation'},{'GAN'}
icml,bernstein17a,Differentially Private Learning of Undirected Graphical Models Using Collective Graphical Models,{'Economics'},{'trade'}
icml,beygelzimer17a,Efficient Online Bandit Multiclass Learning with $\tilde{O}(\sqrt{T})$ Regret,{'Economics'},{'bandit'}
icml,busa-fekete17a,Multi-objective Bandits: Optimizing the Generalized Gini Index,{'Economics'},{'bandit'}
icml,cai17a,Priv’IT: Private and Sample Efficient Identity Testing,{'Privacy'},{'Differential privacy'}
icml,chen17b,Adaptive Multiple-Arm Identification,{'Economics'},{'bandit'}
icml,chen17c,Dueling Bandits with Weak Regret,{'Economics'},{'bandit'}
icml,chen17e,Learning to Learn without Gradient Descent by Gradient Descent,{'Economics'},{'trade'}
icml,chen17f,Identification and Model Testing in Linear Structural Equation Models using Auxiliary Variables,{'Robotics'},{'AVs'}
icml,cho17a,MEC: Memory-efficient Convolution for Deep Neural Network,{'Economics'},{'trade'}
icml,chowdhury17a,On Kernelized Multi-armed Bandits,{'Economics'},{'bandit'}
icml,cisse17a,Parseval Networks: Improving Robustness to Adversarial Examples,{'Attacks (Production)'},{'Adversarial examples'}
icml,daxberger17a,Distributed Batch Gaussian Process Optimization,{'Economics'},{'trade'}
icml,dempsey17a,"iSurvive: An Interpretable, Event-time Prediction Model for mHealth",{'Safety'},{'Interpretability'}
icml,eckstein17a,Rule-Enhanced Penalized Regression by Column Generation using Rectangular Maximum Agreement,{'Economics'},{'pricing'}
icml,feldman17a,Coresets for Vector Summarization with Applications to Network Graphs,{'Economics'},{'exchange'}
icml,foerster17a,Input Switched Affine Networks: An RNN Architecture Designed for Interpretability,{'Safety'},{'Interpretability'}
icml,forney17a,Counterfactual Data-Fusion for Online Reinforcement Learners,{'Economics'},{'bandit'}
icml,franceschi17a,Forward and Reverse Gradient-Based Hyperparameter Optimization,{'Economics'},{'trade'}
icml,futoma17a,Learning to Detect Sepsis with a Multitask Gaussian Process RNN Classifier,{'Healthcare'},{'mortality'}
icml,gal17a,Deep Bayesian Active Learning with Image Data,{'Healthcare'},{'diagnosis'}
icml,gentile17a,On Context-Dependent Clustering of Bandits,{'Economics'},{'bandit'}
icml,graves17a,Automated Curriculum Learning for Neural Networks,{'Economics'},{'bandit'}
icml,hoffman17a,Learning Deep Latent Gaussian Models with Markov Chain Monte Carlo,{'Economics'},{'trade'}
icml,hu17d,Deep Generative Models for Relational Data with Side Information,{'Safety'},{'Interpretability'}
icml,ingraham17a,Variational Inference for Sparse and Undirected Models,{'Healthcare'},{'protein'}
icml,kallus17a,Recursive Partitioning for Personalization using Observational Data,{'Healthcare'},{'medical'}
icml,kandasamy17a,Multi-fidelity Bayesian Optimisation with Continuous Approximations,{'Economics'},{'bandit'}
icml,katt17a,Learning in POMDPs with Monte Carlo Tree Search,{'Economics'},{'trade'}
icml,kucukelbir17a,Evaluating Bayesian Models with Posterior Dispersion Indices,"{'Healthcare', 'Economics'}","{'voting', 'genetics'}"
icml,lee17b,Confident Multiple Choice Learning,{'Economics'},{'voting'}
icml,li17a,Dropout Inference in Bayesian Neural Networks with Alpha-divergences,{'Healthcare'},{'medical'}
icml,long17a,Deep Transfer Learning with Joint Adaptation Networks,{'Defense'},{'adversarial training'}
icml,mescheder17a,Adversarial Variational Bayes: Unifying Variational Autoencoders and Generative Adversarial Networks,{'Misinformation'},{'GANs'}
icml,miller17a,Variational Boosting: Iteratively Refining Posterior Approximations,{'Economics'},{'trade'}
icml,mou17a,Coupling Distributed and Symbolic Execution for Natural Language Queries,{'Safety'},{'Interpretability'}
icml,mroueh17a,McGan: Mean and Covariance Feature Matching GAN,{'Misinformation'},{'GAN'}
icml,namkoong17a,Adaptive Sampling Probabilities for Non-Smooth Optimization,{'Economics'},{'bandit'}
icml,odena17a,Conditional Image Synthesis with Auxiliary Classifier GANs,{'Misinformation'},{'GANs'}
icml,pakman17a,Stochastic Bouncy Particle Sampler,{'Economics'},{'trade'}
icml,reed17a,Parallel Multiscale Autoregressive Density Estimation,{'Misinformation'},{'Image Generation'}
icml,rippel17a,Real-Time Adaptive Image Compression,{'Defense'},{'adversarial training'}
icml,rubinstein17a,Pain-Free Random Differential Privacy with Sensitivity Sampling,{'Privacy'},{'Differential privacy'}
icml,rukat17a,Bayesian Boolean Matrix Factorisation,{'Safety'},{'Interpretability'}
icml,sen17a,Identifying Best Interventions through Online Importance Sampling,{'Economics'},{'bandit'}
icml,shrikumar17a,Learning Important Features Through Propagating Activation Differences,{'Safety'},{'Interpretability'}
icml,sun17a,Safety-Aware Algorithms for Adversarial Contextual Bandit,{'Economics'},{'bandit'}
icml,tokui17a,Evaluating the Variance of Likelihood-Ratio Gradient Estimators,{'Economics'},{'exchange'}
icml,vaswani17a,Model-Independent Online Learning for Influence Maximization,{'Economics'},{'bandit'}
icml,wang17a,Optimal and Adaptive Off-policy Evaluation in Contextual Bandits,{'Economics'},{'bandit'}
icml,wang17c,"Sketched Ridge Regression: Optimization Perspective, Statistical Perspective, and Model Averaging",{'Economics'},{'trade'}
icml,winner17a,Exact Inference for Integer Latent-Variable Models,{'Climate'},{'ecology'}
icml,xia17a,Dual Supervised Learning,{'Misinformation'},{'Image Generation'}
icml,yang17d,Improved Variational Autoencoders for Text Modeling using Dilated Convolutions,{'Economics'},{'trade'}
icml,yang17h,Scalable Bayesian Rule Lists,{'Safety'},{'Interpretability'}
icml,zhang17b,Adversarial Feature Matching for Text Generation,"{'Misinformation', 'Defense'}","{'Text Generation', 'adversarial training'}"
icml,zhao17d,Learning Sleep Stages from Radio Signals: A Conditional Adversarial Architecture,{'Defense'},{'adversarial training'}
icml,zheng17c,"Collect at Once, Use Effectively: Making Non-interactive Locally Private Learning Possible",{'Privacy'},{'Differential privacy'}
icml,zhou17b,Identify the Nash Equilibrium in Static Games with Random Payoffs,{'Economics'},{'bandit'}
icml,kandasamy16.pdf,Additive Approximations in High Dimensional Nonparametric Regression via the SALSA,{'Economics'},{'trade'}
icml,nock16.pdf,k-variates++: more pluses in the k-means++,{'Privacy'},{'Differential privacy'}
icml,rosenski16.pdf,Multi-Player Bandits – a Musical Chairs Approach,{'Economics'},{'bandit'}
icml,gilad-bachrach16.pdf,CryptoNets: Applying Neural Networks to Encrypted Data with High Throughput and Accuracy,"{'Healthcare', 'Security'}","{'encryption', 'medical'}"
icml,lan16.pdf,Dealbreaker: A Nonlinear Latent Variable Model for Educational Data,{'Education'},{'student'}
icml,zhangb16.pdf,Online Stochastic Linear Optimization under One-bit Feedback,{'Economics'},{'bandit'}
icml,jenatton16.pdf,Adaptive Algorithms for Online Convex Optimization with Long-term Constraints,{'Economics'},{'trade'}
icml,yangb16.pdf,Tracking Slowly Moving Clairvoyant: Optimal Dynamic Regret of Online Learning with True and Noisy Gradient,{'Economics'},{'bandit'}
icml,kasiviswanathan16.pdf,Efficient Private Empirical Risk Minimization for High-dimensional Learning,{'Privacy'},{'Differential privacy'}
icml,hamm16.pdf,Learning privately from multiparty data,{'Economics'},{'voting'}
icml,germain16.pdf,A New PAC-Bayesian Perspective on Domain Adaptation,{'Economics'},{'trade'}
icml,david16.pdf,PAC Lower Bounds and Efficient Algorithms for The Max K-Armed Bandit Problem,{'Economics'},{'bandit'}
icml,ravanbakhsha16.pdf,Boolean Matrix Factorization and Noisy Completion via Message Passing,{'Safety'},{'Interpretability'}
icml,belanger16.pdf,Structured Prediction Energy Networks,{'Economics'},{'trade'}
icml,reed16.pdf,Generative Adversarial Text to Image Synthesis,{'Misinformation'},{'GAN'}
icml,lie16.pdf,Learning to Generate with Memory,{'Misinformation'},{'Image Generation'}
icml,komiyama16.pdf,"Copeland Dueling Bandit Problem: Regret Lower Bound, Optimal Algorithm, and Computationally Efficient Algorithm",{'Economics'},{'bandit'}
icml,lif16.pdf,Contextual Combinatorial Cascading Bandits,{'Economics'},{'bandit'}
icml,wu16.pdf,Conservative Bandits,{'Economics'},{'bandit'}
icml,korda16.pdf,Distributed Clustering of Linear Bandits in Peer to Peer Networks,{'Economics'},{'bandit'}
icml,rezende16.pdf,One-Shot Generalization in Deep Generative Models,{'Misinformation'},{'Image Generation'}
icml,larsen16.pdf,Autoencoding beyond pixels using a learned similarity metric,{'Misinformation'},{'GAN'}
icml,degenne16.pdf,Anytime optimal algorithms in stochastic multi-armed bandits,{'Economics'},{'bandit'}
icml,hoiles16.pdf,Bounded Off-Policy Evaluation with Missing Data for Course Recommendation and Curriculum Design,{'Education'},{'student'}
icml,yoon16.pdf,ForecastICU: A Prognostic Decision Support System for Timely Prediction of Intensive Care Unit Admission,{'Healthcare'},{'medical'}
icml,locatelli16.pdf,An optimal algorithm for the Thresholding Bandit Problem,{'Economics'},{'bandit'}
icml,shahc16.pdf,Pareto Frontier Learning with Expensive Correlated Objectives,{'Economics'},{'decision theory'}
icml,rakhlin16.pdf,BISTRO: An Efficient Relaxation-Based Method for Contextual Bandits,{'Economics'},{'bandit'}
icml,rogers16.pdf,Differentially Private Chi-Squared Hypothesis Testing: Goodness of Fit and Independence Testing,"{'Healthcare', 'Privacy'}","{'Differential privacy', 'medical'}"
icml,balle16.pdf,Differentially Private Policy Evaluation,{'Privacy'},{'Differential privacy'}
icml,syrgkanis16.pdf,Efficient Algorithms for Adversarial Contextual Learning,{'Economics'},{'bandit'}
icml,wangg16.pdf,Isotonic Hawkes Processes,{'Finance'},{'finance'}
icml,sangnier16.pdf,Early and Reliable Event Detection Using Proximity Space Representation,{'Economics'},{'trade'}
icml,pezeshki16.pdf,Deconstructing the Ladder Network Architecture,{'Security'},{'injection'}
icml,zadeh16.pdf,Geometric Mean Metric Learning,{'Safety'},{'Interpretability'}
icml,chenb16.pdf,Scalable Discrete Sampling as a Multi-Armed Bandit Problem,{'Economics'},{'bandit'}
icml,heidari16.pdf,Pricing a Low-regret Seller,{'Economics'},{'pricing'}
icml,ustinovskiy16.pdf,Meta–Gradient Boosted Decision Tree Model for Weight and Target Learning,{'Economics'},{'trade'}
icml,cisse16.pdf,ADIOS: Architectures Deep In Output Space,{'Economics'},{'trade'}
icml,johansson16.pdf,Learning Representations for Counterfactual Inference,"{'Healthcare', 'Climate'}","{'ecology', 'blood'}"
icml,hwangb16.pdf,Automatic Construction of Nonparametric Relational Regression Models for Multiple Time Series,{'Economics'},{'exchange'}
icml,gulcehre16.pdf,Noisy Activation Functions,{'Security'},{'injection'}
icml,chena14.pdf,Active Detection via Adaptive Submodularity,{'Robotics'},{'UAVs'}
icml,gopalan14.pdf,Thompson Sampling for Complex Online Problems,{'Economics'},{'bandit'}
icml,taieb14.pdf,Boosting multi-step autoregressive forecasts,{'Economics'},{'trade'}
icml,maillard14.pdf,Latent Bandits.,{'Economics'},{'bandit'}
icml,letham14.pdf,Latent Variable Copula Inference for Bundle Pricing from Retail Transaction Data,{'Economics'},{'pricing'}
icml,mohri14.pdf,Learning Theory and Algorithms for revenue optimization in second price auctions with reserve,{'Economics'},{'auction'}
icml,seldin14.pdf,Prediction with Limited Advice and Multiarmed Bandits with Paid Observations,{'Economics'},{'bandit'}
icml,chenb14.pdf,Boosting with Online Binary Learners for the Multiclass Bandit Problem,{'Economics'},{'bandit'}
icml,soma14.pdf,Optimal Budget Allocation: Theoretical Guarantee and Efficient Algorithm,{'Economics'},{'knapsack'}
icml,cicalese14.pdf,Diagnosis determination: decision trees optimizing simultaneously worst and expected testing cost,{'Healthcare'},{'diagnosis'}
icml,denis14.pdf,Dimension-free Concentration Bounds on Hankel Matrices for Spectral Learning,{'Economics'},{'trade'}
icml,dick14.pdf,Online Learning in Markov Decision Processes with Changing Cost Sequences,{'Economics'},{'bandit'}
icml,zhou14.pdf,Deep Supervised and Convolutional Generative Stochastic Network for Protein Secondary Structure Prediction,{'Healthcare'},{'protein'}
icml,zoghi14.pdf,Relative Upper Confidence Bound for the K-Armed Dueling Bandit Problem,{'Economics'},{'bandit'}
icml,valko14.pdf,Spectral Bandits for Smooth Graph Functions,{'Economics'},{'bandit'}
icml,mary14.pdf,Improving offline evaluation of contextual bandit algorithms via bootstrapping techniques,{'Economics'},{'bandit'}
icml,tamar14.pdf,Scaling Up Robust MDPs using Function Approximation,{'Economics'},{'pricing'}
icml,zhoub14.pdf,Optimal PAC Multiple Arm Identification with Applications to Crowdsourcing,{'Economics'},{'bandit'}
icml,rodrigues14.pdf,Gaussian Process Classification and Active Learning with Multiple Annotators,{'Economics'},{'voting'}
icml,schwing14.pdf,Globally Convergent Parallel MAP LP Relaxation Solver using the Frank-Wolfe Algorithm,{'Healthcare'},{'protein'}
icml,wen14.pdf,Robust Learning under Uncertain Test Distributions: Relating Covariate Shift to Model Misspecification,{'Healthcare'},{'cancer'}
icml,hoang14.pdf,Nonmyopic ε-Bayes-Optimal Active Learning of Gaussian Processes,{'Economics'},{'trade'}
icml,gentile14.pdf,Online Clustering of Bandits,{'Economics'},{'bandit'}
icml,ailon14.pdf,Reducing Dueling Bandits to Cardinal Bandits,{'Economics'},{'bandit'}
icml,hazan14.pdf,Hard-Margin Active Linear Regression,{'Healthcare'},{'medical'}
icml,kim14.pdf,Hierarchical Dirichlet Scaling Process,{'Healthcare'},{'medical'}
icml,suzumura14.pdf,Outlier Path: A Homotopy Algorithm for Robust SVM,{'Economics'},{'trade'}
icml,romano14.pdf,Standardized Mutual Information for Clustering Comparisons: One Step Further in Adjustment for Chance,{'Safety'},{'Interpretability'}
icml,mcgibbon14.pdf,Understanding Protein Dynamics with L1-Regularized Reversible Hidden Markov Models,{'Healthcare'},{'protein'}
icml,scherrer14.pdf,Approximate Policy Iteration Schemes: A Comparison,{'Economics'},{'trade'}
icml,azar14.pdf,Online Stochastic Optimization  under Correlated Bandit Feedback,{'Economics'},{'bandit'}
icml,agarwalb14.pdf,Taming the Monster: A Fast and Simple Algorithm for Contextual Bandits,{'Economics'},{'bandit'}
icml,neufeld14.pdf,Adaptive Monte Carlo via Bandit Allocation,{'Economics'},{'bandit'}
icml,celik14.pdf,Efficient Dimensionality Reduction for High-Dimensional Network Estimation,"{'Safety', 'Healthcare'}","{'cancer', 'Interpretability'}"
icml,shaha15.pdf,Approval Voting and Incentives in Crowdsourcing,{'Economics'},{'voting'}
icml,bachem15.pdf,Coresets for Nonparametric Estimation - the Case of DP-Means,{'Economics'},{'trade'}
icml,gajane15.pdf,A Relative Exponential Weighing Algorithm for Adversarial Utility-based Dueling Bandits,{'Economics'},{'bandit'}
icml,yua15.pdf,Accelerated Online Low Rank Tensor Learning for Multivariate Spatiotemporal Streams,{'Climate'},{'climate'}
icml,gonga15.pdf,A Modified Orthant-Wise Limited Memory Quasi-Newton Method with Convergence Analysis,{'Attacks (Training)'},{'L-BFGS'}
icml,kandasamy15.pdf,High Dimensional Bayesian Optimisation and Bandits via Additive Models,{'Surveillance'},{'Face detection'}
icml,das15.pdf,Ordered Stick-Breaking Prior for Sequential MCMC Inference of Bayesian Nonparametric Models,{'Economics'},{'exchange'}
icml,hoang15.pdf,A Unifying Framework of Anytime Sparse Gaussian Process Regression Models with Stochastic Variational Inference for Big Data,{'Economics'},{'trade'}
icml,ubaru15.pdf,Low Rank Approximation using Error Correcting Coding Matrices,{'Surveillance'},{'Face Recognition'}
icml,swaminathan15.pdf,Counterfactual Risk Minimization: Learning from Logged Bandit Feedback,{'Economics'},{'bandit'}
icml,wanga15.pdf,DP-space: Bayesian Nonparametric Subspace Clustering with Small-variance Asymptotics,{'Healthcare'},{'fitness'}
icml,kusnera15.pdf,Differentially Private Bayesian Optimization,{'Privacy'},{'Differential privacy'}
icml,nock15.pdf,"Rademacher Observations, Private Data, and Boosting",{'Privacy'},{'Differential privacy'}
icml,matthew15.pdf,Bayesian and Empirical Bayesian Forests,{'Safety'},{'Interpretability'}
icml,sui15.pdf,Safe Exploration for Optimization with Gaussian Processes,"{'Healthcare', 'Economics'}","{'bandit', 'medical'}"
icml,piech15.pdf,Learning Program Embeddings to Propagate Feedback on Student Code,{'Education'},{'student'}
icml,wen15.pdf,Efficient Learning in Large-Scale Combinatorial Semi-Bandits,{'Economics'},{'bandit'}
icml,carpentier15.pdf,Simple regret for infinitely many armed bandits,{'Economics'},{'bandit'}
icml,komiyama15.pdf,Optimal Regret Analysis of Thompson Sampling in Stochastic Multi-armed Bandit Problem with Multiple Plays,{'Economics'},{'bandit'}
icml,ganin15.pdf,Unsupervised Domain Adaptation by Backpropagation,{'Misinformation'},{'Synthetic Images'}
icml,eggeling15.pdf,Dealing with small data: On the generalization of context trees,{'Economics'},{'trade'}
icml,kairouz15.pdf,The Composition Theorem for Differential Privacy,{'Privacy'},{'Differential privacy'}
icml,hugginsb15.pdf,Risk and Regret of Hierarchical Bayesian Learners,{'Education'},{'student'}
icml,gregor15.pdf,DRAW: A Recurrent Neural Network For Image Generation,{'Misinformation'},{'Image Generation'}
icml,blundell15.pdf,Weight Uncertainty in Neural Network,{'Economics'},{'trade'}
icml,szorenyi15.pdf,Qualitative Multi-Armed Bandits: A Quantile-Based Approach,{'Economics'},{'bandit'}
icml,xiao15.pdf,Is Feature Selection Secure against Training Data Poisoning?,{'Attacks (Training)'},{'Poisoning'}
icml,hernandez-lobatob15.pdf,Predictive Entropy Search for Bayesian Optimization with Unknown Constraints,{'Healthcare'},{'pathology'}
icml,qiu15.pdf,Robust Estimation of Transition Matrices in High Dimensional Heavy-tailed Vector Autoregressive Processes,{'Finance'},{'finance'}
icml,zhuc15.pdf,A Hybrid Approach for Probabilistic Inference using Random Projections,{'Economics'},{'trade'}
icml,regier15.pdf,Celeste: Variational inference for a generative model of astronomical images,{'Misinformation'},{'Synthetic Images'}
icml,pacheco15.pdf,"Proteins, Particles, and Pseudo-Max-Marginals: A Submodular Approach",{'Healthcare'},{'protein'}
icml,wangg15.pdf,Privacy for Free: Posterior Sampling and Stochastic Gradient Monte Carlo,{'Privacy'},{'Differential privacy'}
icml,winner15.pdf,Inference in a Partially Observed Queuing Model with Applications in Ecology,{'Climate'},{'ecology'}
icml,abeille18a,Improved Regret Bounds for Thompson Sampling in Linear Quadratic Control Problems,{'Economics'},{'trade'}
icml,acharya18a,INSPECTRE: Privately Estimating the Unseen,{'Privacy'},{'Differential privacy'}
icml,achlioptas18a,Learning Representations and Generative Models for 3D Point Clouds,{'Misinformation'},{'GANs'}
icml,adel18a,Discovering Interpretable Representations for Both Deep Generative and Discriminative Models,{'Safety'},{'Interpretability'}
icml,aghazadeh18a,MISSION: Ultra Large-Scale Feature Selection using Count-Sketches,{'Safety'},{'Explainability'}
icml,ainsworth18a,oi-VAE: Output Interpretable VAEs for Nonlinear Group Factor Analysis,"{'Finance', 'Safety'}","{'Interpretability', 'finance'}"
icml,aliakbarpour18a,Differentially Private Identity and Equivalence Testing of Discrete Distributions,{'Privacy'},{'Differential privacy'}
icml,allen-zhu18b,Make the Minority Great Again: First-Order Regret Bound for Contextual Bandits,{'Economics'},{'bandit'}
icml,amodio18a,MAGAN: Aligning Biological Manifolds,{'Misinformation'},{'GAN'}
icml,athalye18a,Obfuscated Gradients Give a False Sense of Security: Circumventing Defenses to Adversarial Examples,{'Attacks (Production)'},{'Adversarial examples'}
icml,athalye18b,Synthesizing Robust Adversarial Examples,{'Attacks (Production)'},{'Adversarial examples'}
icml,balduzzi18a,The Mechanics of n-Player Differentiable Games,{'Misinformation'},{'GANs'}
icml,balle18a,Improving the Gaussian Mechanism for Differential Privacy: Analytical Calibration and Optimal Denoising,{'Privacy'},{'Differential privacy'}
icml,balog18a,Differentially Private Database Release via Kernel Mean Embeddings,{'Privacy'},{'Differential privacy'}
